area_type,location,size,total_sqft,bath,balcony,price
2,Kumaraswami Layout,1,850,1.0,1.0,78.0
0,Kasavanhalli,3,1600,3.0,3.0,79.0
0,Old Mangammanapalya Road,3,3200,4.0,2.0,140.0
2,Canara Bank Colony,3,1250,2.0,1.0,77.13
0,Haralur Road,2,1243,2.0,2.0,46.0
0,Kanakpura Road,3,1452,3.0,3.0,60.98
0,Ittamadu,3,1475,3.0,3.0,75.0
0,Electronic City,2,1353,2.0,3.0,75.0
3,Maruthi Sevanagar,4,2100,3.0,0.0,210.0
0,Electronics City Phase 1,3,1750,3.0,2.0,58.0
1,Whitefield,4,4800,4.0,3.0,550.0
2,Sahakara Nagar,2,1270,2.0,1.0,96.0
2,Battarahalli,4,2700,3.0,0.0,75.0
1,8th Phase JP Nagar,4,1200,4.0,2.0,270.0
2,Thanisandra,4,2695,4.0,3.0,188.0
0,Hessarghatta,3,1330,3.0,2.0,65.0
2,Electronic City,2,660,1.0,0.0,18.0
0,BTM 2nd Stage,2,1400,2.0,3.0,90.0
2,Gubbalala,4,4000,5.0,1.0,195.0
0,Kanakpura Road,3,1700,3.0,2.0,75.0
2,Kasavanhalli,2,1585,2.0,2.0,90.0
0,Kothanur,3,1385,3.0,3.0,67.0
0,Electronic City,2,1128,2.0,1.0,67.0
0,HSR Layout,2,1203,2.0,2.0,60.0
0,Mallasandra,2,905,2.0,1.0,35.0
0,Hennur Road,3,1450,3.0,2.0,79.0
0,Varthur,2,1105,2.0,3.0,38.0
1,Channasandra,2,1200,2.0,1.0,46.13
0,Jalahalli,3,1530,2.0,3.0,89.0
0,Whitefield,2,1105,2.0,1.0,35.4
0,Dasarahalli,2,1333,2.0,1.0,78.56
2,Hongasandra,2,1065,2.0,2.0,45.0
0,Haralur Road,2,1243,2.0,2.0,46.0
0,Old Madras Road,3,1530,3.0,2.0,76.34
1,Margondanahalli,2,1200,2.0,1.0,65.0
0,Whitefield,2,1270,2.0,1.0,94.0
0,Bellandur,3,1830,3.0,3.0,89.0
0,Chandapura,2,900,2.0,3.0,35.0
1,Attibele,4,2400,2.0,2.0,250.0
1,Varsova Layout,6,7000,6.0,2.0,560.0
0,Bannerghatta Road,3,1450,2.0,2.0,78.0
0,J C Nagar,3,1525,3.0,3.0,65.0
2,Mahalakshmi Layout,2,1080,2.0,1.0,67.0
2,Bagalur Main Road,2,1220,2.0,2.0,72.0
0,Begur Road,2,1200,2.0,2.0,44.4
1,R.T. Nagar,3,2400,3.0,0.0,348.0
0,Govindapura,2,1500,2.0,2.0,60.0
2,Koramangala,2,1355,2.0,2.0,95.0
2,Electronic City,2,1070,2.0,1.0,57.0
0,CV Raman Nagar,3,1980,4.0,1.0,180.0
0,Bommasandra,2,842,2.0,2.0,30.0
0,Bannerghatta Road,1,700,1.0,1.0,31.2
2,"Kanakapura Road, ",3,1884,3.0,2.0,95.0
2,Dena Bank Colony,2,1100,2.0,2.0,75.0
0,Raja Rajeshwari Nagar,2,1196,2.0,2.0,40.54
0,Budigere,3,1820,3.0,2.0,85.0
0,Thanisandra,2,1185,2.0,2.0,43.5
0,Varthur,3,2145,3.0,2.0,170.0
0,Whitefield,2,1220,2.0,1.0,89.0
0,Whitefield,2,1116,2.0,3.0,51.91
0,6th Phase JP Nagar,2,1192,2.0,3.0,75.0
0,Marathahalli,3,1449,3.0,2.0,110.0
1,Ardendale,3,2500,3.0,1.0,250.0
2,Electronic City,3,1700,3.0,2.0,90.0
0,Hebbal,3,1920,3.0,2.0,150.0
1,BTM 4th Stage,2,1350,2.0,0.0,90.0
1,Devanahalli Int. Airport,4,4800,5.0,2.0,350.0
2,"Sarjapur Road, ",3,1700,3.0,2.0,74.0
0,Hoodi,2,1447,3.0,2.0,76.0
0,Kanakpura Road,2,1329,2.0,1.0,107.0
2,Sarjapur  Road,3,1314,2.0,2.0,70.44
1,Hal old airport road,3,1200,3.0,2.0,110.0
1,Basavangudi,6,1214,3.0,0.0,220.0
0,Hosa Road,3,1513,3.0,1.0,103.0
0,Vittasandra,2,1246,2.0,1.0,67.5
0,Ganga Nagar,1,705,1.0,1.0,65.0
0,Dasarahalli,2,1220,2.0,2.0,62.0
0,Yelahanka New Town,3,1800,2.0,1.0,45.0
0,Kaval Byrasandra,3,1400,3.0,2.0,75.0
0,Kasavanhalli,2,1245,2.0,2.0,80.0
0,Anantapuram,3,1495,2.0,1.0,63.0
1,Nagavara,3,2000,2.0,2.0,275.0
2,Gollarapalya Hosahalli,2,996,2.0,2.0,36.5
2,Yelahanka New Town,2,1000,2.0,1.0,44.0
2,Chikka Banaswadi,2,1250,2.0,3.0,75.0
0,Chandapura,2,975,2.0,1.0,24.86
0,Thanisandra,3,1261,2.0,1.0,80.0
2,Electronics City Phase 1,2,1080,2.0,2.0,46.0
0,Akshayanagara East,2,1230,2.0,1.0,50.0
0,Kammasandra,2,982,2.0,2.0,25.53
0,Bommasandra,3,1260,3.0,1.0,49.36
0,HSR Layout,3,1590,2.0,2.0,135.0
0,Horamavu Agara,2,1220,2.0,2.0,39.0
0,Electronic City Phase II,3,1320,2.0,1.0,38.12
0,Green Glen Layout,3,1750,3.0,2.0,105.0
0,Whitefield,3,1436,2.0,3.0,62.15
1,TC Palaya,3,1200,2.0,0.0,66.0
0,Varthur,3,1560,3.0,2.0,90.0
0,Whitefield,3,3758,3.0,1.0,300.0
0,Belatur,2,1275,2.0,2.0,59.0
0,Ramanjaneyanagar,2,1040,2.0,2.0,36.4
0,Bellandur,3,2400,3.0,2.0,115.0
1,Chamrajpet,6,1500,9.0,3.0,230.0
1,Kaggalipura,4,3150,5.0,1.0,212.0
0,Karuna Nagar,3,1960,3.0,2.0,165.0
0,JP Nagar,4,3200,5.0,3.0,309.0
0,Yeshwanthpur,2,1195,2.0,2.0,100.0
0,Hosakerehalli,5,4500,5.0,2.0,145.0
1,Ulsoor,3,450,3.0,1.0,70.0
1,Sathya Sai Layout,4,4304,4.0,2.0,699.0
0,Javarandoddi,1,648,1.0,1.0,40.0
0,Sarjapur  Road,3,2100,3.0,2.0,130.0
0,Thanisandra main road,4,4209,4.0,2.0,602.0
0,Kudlu,2,1027,2.0,1.0,44.0
1,Whitefield,4,1575,4.0,3.0,250.0
0,Bommasandra,3,1365,3.0,1.0,52.82
0,Yelahanka New Town,1,650,1.0,1.0,18.0
1,Chandapura,3,1200,2.0,1.0,52.0
0,Cooke Town,2,1100,2.0,3.0,90.0
2,7th Phase JP Nagar,3,1075,2.0,1.0,57.0
0,Banashankari,2,1100,2.0,1.0,63.0
0,Akshya Nagar,3,1320,2.0,1.0,58.0
0,Kammasandra,3,1500,3.0,2.0,65.0
1,Vijaypura,4,1200,5.0,1.0,150.0
1,Bapuji Nagar,4,1125,3.0,2.0,126.0
0,Vittasandra,2,1246,2.0,1.0,67.5
0,Bhoganhalli,3,1718,3.0,2.0,90.2
0,Bisuvanahalli,3,1075,2.0,1.0,32.0
0,Chennammana Kere,3,1480,3.0,1.0,75.48
0,Austin Town,1,500,1.0,1.0,13.0
1,3rd Block Banashankari,5,2400,4.0,1.0,325.0
1,Kaikondrahalli,4,1200,4.0,2.0,125.0
0,Kanakpura Road,2,1041,2.0,1.0,36.44
0,Doddanekundi,2,1128,2.0,2.0,48.4
0,Hosur Road,3,1685,3.0,1.0,90.0
0,Guddadahalli,2,1180,2.0,2.0,65.0
2,Ejipura,2,1200,2.0,1.0,60.0
0,Mangammanapalya,3,1250,3.0,2.0,39.5
0,Kanakpura Road,2,900,2.0,1.0,41.0
2,Chelekare,2,1000,2.0,1.0,45.0
2,Yelahanka New Town,2,600,2.0,2.0,80.0
1,2nd Stage Nagarbhavi,4,600,3.0,2.0,82.0
0,Vittasandra,2,1404,2.0,1.0,70.0
0,Ramagondanahalli,3,1610,2.0,2.0,115.0
0,Varthur,2,1760,2.0,1.0,85.0
0,Amam Enclave Layout,2,975,2.0,1.0,55.0
2,Kashi Nagar,2,1190,2.0,2.0,42.0
2,Kudlu,2,1110,2.0,1.0,46.0
0,Rajaji Nagar,3,2415,3.0,2.0,399.0
0,Gunjur,2,1235,2.0,2.0,44.5
0,Nanjappa Garden,2,1275,2.0,3.0,55.0
2,Victoria Layout,2,1115,2.0,1.0,115.0
0,Harlur,2,1197,2.0,1.0,76.0
0,Begur Road,1,644,1.0,1.0,32.0
0,Bellandur,2,1251,2.0,3.0,47.0
0,Neeladri Nagar,2,1105,2.0,2.0,30.0
0,4th Phase JP Nagar,2,1080,2.0,2.0,38.0
0,Kudlu,4,2100,3.0,1.0,114.0
1,Kammanahalli,4,1600,4.0,1.0,200.0
0,NRI Layout,3,1731,3.0,3.0,64.11
0,Hormavu,2,1206,2.0,1.0,55.0
0,Choodasandra,3,1560,3.0,2.0,78.0
0,7th Phase JP Nagar,1,750,1.0,2.0,47.0
2,Billekahalli,2,1035,2.0,2.0,90.0
1,Ramamurthy Nagar,7,1200,6.0,2.0,150.0
0,Sarjapur  Road,1,702,1.0,0.0,35.8
1,Attibele,3,1700,3.0,1.0,65.0
0,HRBR Layout,2,1145,2.0,2.0,68.5
0,Ramamurthy Nagar,3,1208,2.0,2.0,43.5
0,Brookefield,3,1589,3.0,2.0,74.0
2,Allalasandra,2,560,2.0,1.0,22.0
0,Yelahanka New Town,3,1426,2.0,2.0,61.5
0,Green Glen Layout,3,1885,3.0,2.0,135.0
0,Old Madras Road,2,935,2.0,0.0,37.77
0,Old Madras Road,2,1171,2.0,2.0,73.0
0,Singasandra,2,1465,2.0,3.0,60.0
0,Budigere,3,1820,3.0,2.0,95.0
0,Raja Rajeshwari Nagar,3,1580,2.0,2.0,66.85
0,Whitefield,3,1452,2.0,2.0,46.29
0,Hennur Road,3,1445,2.0,1.0,89.56
0,Gollahalli,2,1170,2.0,1.0,39.0
0,Anjappa Layout,2,1070,2.0,1.0,50.0
0,Kanakpura Road,3,1100,3.0,2.0,53.0
0,Kothanur,2,1140,2.0,2.0,56.0
2,Rachenahalli,3,2600,3.0,2.0,160.0
0,Shikaripalya,3,1532,3.0,2.0,59.75
0,AGS Layout,2,1150,2.0,1.0,46.0
0,Jakkur,2,1473,2.0,1.0,85.0
0,Kathriguppe,3,1350,3.0,2.0,80.99
0,Prithvi Layout,4,4040,4.0,0.0,500.0
0,CV Raman Nagar,3,1980,4.0,2.0,166.0
0,Hoodi,3,1660,3.0,2.0,128.0
1,Kogilu,7,2456,7.0,2.0,85.0
0,Chamrajpet,2,650,2.0,2.0,45.0
1,Neeladri Nagar,5,4000,5.0,2.0,425.0
0,Malleshwaram,3,2475,4.0,3.0,340.0
0,Chikkakannalli,3,1495,3.0,2.0,90.0
0,R.T. Nagar,2,1080,2.0,1.0,48.0
0,Electronic City,3,1521,2.0,2.0,57.5
2,Aishwarya Crystal Layout,2,1053,2.0,0.0,51.0
0,Binny Pete,3,2406,5.0,2.0,289.0
1,Kanakpura Road,4,800,5.0,3.0,115.0
0,7th Phase JP Nagar,2,1050,2.0,1.0,42.0
0,Thanisandra,3,1430,2.0,2.0,51.48
2,Begur,3,2400,3.0,2.0,12.0
0,OLd Gurappanapalya,3,1250,3.0,2.0,39.0
1,Ramanagara Channapatna,4,1200,2.0,1.0,75.0
2,Ulsoor,1,840,1.0,1.0,150.0
0,Uttarahalli,2,1000,2.0,2.0,39.5
0,Bannerghatta Road,3,1630,3.0,3.0,68.0
0,Kammasandra,2,985,2.0,1.0,40.5
0,BTM 2nd Stage,2,1200,2.0,2.0,70.0
2,Ambalipura,3,1650,3.0,3.0,100.0
0,Mico Layout,3,1670,3.0,2.0,59.0
1,Sarjapur  Road,4,1240,4.0,0.0,110.0
2,Maheswari Nagar,2,1000,2.0,2.0,60.0
0,Doddabanahalli,2,830,2.0,2.0,26.0
1,Ramagondanahalli,3,1200,3.0,1.0,56.1
1,Sadashiva Nagar,5,9600,7.0,2.0,2736.0
0,Haralur Road,2,1140,2.0,2.0,43.0
0,Nagarbhavi,3,1635,3.0,3.0,85.0
2,HSR Layout,2,1120,2.0,1.0,70.0
1,Kamakya Layout,6,2750,6.0,3.0,200.0
0,Sector 7 HSR Layout,3,1760,3.0,2.0,185.0
0,Harlur,3,2137,3.0,2.0,110.0
0,Hennur Road,2,973,2.0,1.0,50.74
0,Kundalahalli,3,1724,3.0,1.0,146.0
0,Banashankari,2,1020,2.0,2.0,40.79
1,Hsr layout sector3,4,1200,4.0,3.0,375.0
0,Electronic City,1,750,1.0,1.0,35.0
0,Kambipura,2,883,2.0,1.0,49.0
2,Thyagraj Nagar,2,660,2.0,0.0,76.0
0,Ramagondanahalli,4,2787,5.0,2.0,220.0
2,Devasthanagalu,3,1470,2.0,3.0,60.0
0,Electronics City Phase 1,2,891,2.0,1.0,24.95
2,"Sarjapur Road, ",2,1275,2.0,1.0,76.0
0,Kothanur,3,1787,3.0,2.0,120.0
2,8th Phase JP Nagar,5,1730,5.0,2.0,75.0
0,Sarjapur  Road,2,1320,2.0,2.0,110.0
0,Yeshwanthpur,3,1692,3.0,3.0,108.0
0,Bannerghatta Road,3,1400,3.0,2.0,69.0
0,Sarjapur  Road,2,1115,2.0,1.0,50.0
0,Whitefield,2,1370,2.0,2.0,56.0
0,Thirumenahalli,3,1602,3.0,2.0,56.0
2,"Hoodi Circle, ",1,793,1.0,1.0,40.0
0,GM Palaya,1,675,1.0,1.0,35.0
2,Chikka Tirupathi,4,3250,4.0,2.0,136.0
0,Whitefield,2,1050,2.0,3.0,43.0
2,Jalahalli East,2,1035,2.0,1.0,42.5
0,Sarjapur  Road,3,1200,2.0,2.0,44.0
0,Sarjapur  Road,3,1800,3.0,2.0,128.0
2,Green Glen Layout,3,1625,3.0,2.0,70.0
0,Electronics City Phase 1,2,1032,2.0,1.0,31.99
0,Whitefield,3,1496,2.0,1.0,71.81
0,Kothnoor Dinne,2,1100,2.0,2.0,38.0
2,Kundalahalli,3,1500,3.0,2.0,50.0
2,Electronic City Phase II,2,1125,2.0,1.0,32.63
0,Chikka Banaswadi,3,1555,3.0,3.0,73.0
0,Amruthahalli,2,1025,2.0,1.0,42.0
0,Hennur Road,3,1482,2.0,1.0,83.73
0,Banagirinagar,3,1630,2.0,2.0,130.0
0,Arekere,2,900,2.0,1.0,44.5
0,Yelahanka,3,1355,2.0,3.0,75.0
1,1st Block Koramangala,4,2360,4.0,2.0,601.0
2,Akshaya Nagar,2,1200,2.0,2.0,45.0
0,Suraksha Nagar,3,1563,3.0,2.0,63.0
1,Medaralli,4,1344,4.0,1.0,84.0
0,6th block Koramangala,3,3000,3.0,2.0,400.0
0,5th Phase JP Nagar,2,812,2.0,1.0,42.0
2,Basaveshwara Nagar,2,1200,2.0,1.0,70.0
0,Yelahanka,4,3175,4.0,1.0,156.0
0,Marathahalli,2,1360,2.0,1.0,101.0
0,Hegde Nagar,3,1835,3.0,3.0,88.0
2,Rachenahalli,3,1756,3.0,2.0,110.0
0,8th Phase JP Nagar,3,1296,2.0,2.0,51.83
0,Haralur Road,2,1300,2.0,1.0,75.0
0,Anandapura,2,1141,2.0,1.0,50.0
0,Poorna Pragna Layout,3,1270,2.0,2.0,50.79
2,Electronic City,2,1210,2.0,1.0,55.0
0,Hormavu,2,1310,2.0,2.0,67.0
1,Ejipura,5,1356,5.0,2.0,139.0
0,Gubbalala,3,1745,3.0,2.0,140.0
1,KR Puram,5,1200,5.0,1.0,125.0
0,Raja Rajeshwari Nagar,2,1050,2.0,2.0,37.0
1,Banashankari,4,2400,4.0,3.0,500.0
0,Electronic City Phase II,2,1140,2.0,1.0,34.0
0,Varthur,2,1210,2.0,2.0,54.0
0,Kasavanhalli,3,2035,3.0,2.0,142.0
0,Sarjapur,1,633,1.0,1.0,17.09
2,Amruthahalli,1,485,1.0,1.0,19.5
0,Varthur,2,1112,2.0,2.0,40.0
1,Ullal Uppanagar,2,1200,2.0,0.0,82.0
0,Sarjapur  Road,3,2275,4.0,2.0,187.0
0,Doddanakundi Industrial Area 2,3,1419,3.0,2.0,85.0
2,Versova Layout,3,2020,3.0,3.0,270.0
0,Kundalahalli,2,1047,2.0,2.0,91.0
0,Thanisandra,3,1884,4.0,2.0,117.0
1,Malleshpalya,3,1200,3.0,2.0,149.0
0,Bannerghatta Road,2,905,2.0,1.0,58.0
0,JP Nagar,3,1500,2.0,1.0,108.0
2,Chikkajala,1,850,1.0,0.0,50.0
2,Bommasandra Industrial Area,2,1125,2.0,1.0,32.49
2,Tindlu,2,1165,2.0,2.0,59.8
2,Maruthi Sevanagar,2,933,2.0,0.0,55.0
0,Hennur Road,3,1305,2.0,1.0,77.0
0,Billekahalli,2,1125,2.0,1.0,65.0
0,BSM Extension,2,865,2.0,2.0,33.0
0,Jigani,3,1245,3.0,3.0,66.0
0,Kalyan nagar,2,8840,2.0,3.0,300.0
0,Udayagiri,3,1145,2.0,2.0,60.0
2,AECS Layout,3,2000,3.0,1.0,90.0
0,Hosa Road,1,625,1.0,1.0,43.68
0,Kundalahalli,3,1724,3.0,2.0,128.0
1,Madiwala,1,400,1.0,1.0,75.0
0,Sarjapur  Road,3,1270,2.0,1.0,54.0
0,Madiwala,3,1250,3.0,2.0,39.5
0,Jakkur,3,1485,3.0,2.0,72.0
0,Shankarapuram,2,823,2.0,1.0,80.0
0,7th Phase JP Nagar,2,990,2.0,2.0,50.0
1,TC Palaya,3,1200,2.0,0.0,66.0
0,Kothanur,2,1185,2.0,2.0,59.0
0,Kadubeesanahalli,2,1140,2.0,1.0,78.0
0,Ambedkar Nagar,3,1950,4.0,2.0,120.0
0,Yelahanka,3,1756,3.0,2.0,125.0
2,Kumaraswami Layout,4,2600,4.0,2.0,300.0
0,Chandapura,1,520,1.0,1.0,14.04
2,Doddakannelli,2,1025,2.0,1.0,48.0
2,Whitefield,2,1216,2.0,1.0,72.0
0,Sarjapur  Road,2,1026,2.0,2.0,60.8
0,Sarjapur  Road,4,3335,4.0,3.0,300.0
2,Kodichikkanahalli,5,2700,4.0,2.0,125.0
0,Begur,3,1411,2.0,2.0,60.0
0,Kanakpura Road,3,1320,2.0,1.0,39.6
2,Bannerghatta,2,1320,2.0,0.0,50.0
1,OMBR Layout,4,615,4.0,2.0,110.0
0,Kalena Agrahara,3,1804,3.0,2.0,155.0
0,HSR Layout,2,1140,2.0,2.0,46.0
1,Banjara Layout,4,1200,4.0,1.0,105.0
0,Hebbal,4,2375,4.0,2.0,189.0
1,Chamundi Nagar,3,1750,3.0,2.0,120.0
1,Wilson Garden,9,960,5.0,2.0,130.0
0,TC Palaya,2,1152,2.0,2.0,55.0
0,Thanisandra,2,965,2.0,1.0,54.0
0,Lingadheeranahalli,3,1684,3.0,1.0,120.0
0,Hennur Road,3,1672,3.0,2.0,86.0
0,Panathur,2,1075,2.0,2.0,60.0
1,Sarjapur,3,1500,5.0,2.0,95.0
0,HOSUR MAIN ROAD,3,1464,3.0,2.0,56.0
0,Hebbal,2,1420,2.0,1.0,99.26
0,Nagashetty Halli,2,750,2.0,0.0,40.0
0,Yeshwanthpur,2,1169,2.0,2.0,64.08
0,Devanahalli,3,1290,2.0,1.0,62.0
0,Kengeri,2,1160,2.0,2.0,40.6
2,Shampura,7,2800,5.0,3.0,95.0
0,Mysore Road,3,1500,3.0,2.0,70.0
0,Domlur,3,1850,3.0,1.0,180.0
0,Venkatapura,3,1300,3.0,2.0,46.0
0,Electronic City Phase II,3,1310,2.0,1.0,37.84
2,RMV,3,2750,5.0,2.0,550.0
0,Bhoopsandra,3,2150,3.0,0.0,170.0
2,5th Block Hbr Layout,6,5100,5.0,3.0,300.0
0,Kanakpura Road,3,1300,2.0,3.0,69.0
1,Kadugodi,3,1875,2.0,1.0,110.0
0,Hulimavu,3,1260,2.0,1.0,82.0
2,Kengeri,5,2500,4.0,3.0,100.0
0,Begur Road,2,1241,2.0,1.0,64.0
0,Sarjapur  Road,2,1025,2.0,2.0,45.5
1,Postal Colony,2,1500,1.0,0.0,218.0
2,Electronic City,2,1070,2.0,1.0,60.0
0,Begur,2,815,2.0,1.0,40.0
2,Kanakpura Road,3,2000,3.0,3.0,105.0
0,Malleshwaram,2,1400,2.0,1.0,190.0
1,Varthur,4,1740,4.0,3.0,175.0
2,Sarjapur  Road,2,1216,2.0,2.0,70.0
0,pavitra paradise,3,2200,2.0,1.0,190.0
1,Hegde Nagar,4,3500,5.0,2.0,450.0
1,Shampura,6,970,6.0,3.0,105.0
1,Vidyaranyapura,7,3150,7.0,3.0,375.0
1,Kanakpura Road,2,1200,2.0,0.0,62.0
0,Marathahalli,2,1026,2.0,1.0,50.18
2,Hulimavu,1,450,1.0,1.0,20.0
0,KR Puram,2,1205,2.0,1.0,45.79
0,Jakkur Plantation,2,1368,2.0,3.0,87.0
2,Anekal,1,420,1.0,1.0,12.5
2,Doddakallasandra,2,1270,2.0,2.0,42.0
0,Anekal,2,614,1.0,1.0,28.0
1,Margondanahalli,2,1050,2.0,0.0,58.0
0,Yelahanka,2,1408,2.0,2.0,58.0
0,Subramanyapura,3,1223,2.0,2.0,42.81
2,Reliaable Tranquil Layout,3,1507,3.0,1.0,80.0
0,kadubisnahalli,2,1160,2.0,2.0,57.0
1,Kithaganur,3,1200,3.0,1.0,70.0
2,Poorna Pragna Layout,2,960,2.0,3.0,50.0
0,NGR Layout,2,1021,2.0,2.0,46.0
0,Channasandra,2,1065,2.0,1.0,36.0
0,Attibele,1,400,1.0,1.0,10.25
0,Bannerghatta Road,3,1465,2.0,1.0,75.0
0,Kanakpura Road,2,900,2.0,1.0,41.0
0,Marathahalli,3,1800,3.0,2.0,95.0
0,Amblipura,2,1175,2.0,2.0,83.0
1,Vijayanagar,4,1500,4.0,1.0,360.0
0,Sanjay nagar,2,1050,2.0,0.0,59.0
2,Electronic City Phase II,3,1400,2.0,2.0,40.43
0,Indira Nagar,3,1650,3.0,1.0,150.0
0,KR Puram,3,1827,3.0,2.0,97.0
0,Thanisandra,3,1930,4.0,2.0,122.0
0,Mysore Road,2,883,2.0,1.0,37.0
2,Kengeri,1,550,1.0,1.0,16.75
2,Electronic City,3,1400,2.0,1.0,40.44
1,RMV 2nd Stage,4,1350,4.0,1.0,310.0
0,Kanakapura,3,1290,2.0,3.0,38.69
2,Raja Rajeshwari Nagar,3,1021,3.0,2.0,59.0
0,Whitefield,2,1158,2.0,1.0,55.0
1,Varanasi,5,1200,4.0,1.0,99.0
0,Nagarbhavi,3,1400,2.0,2.0,135.0
1,Doddaballapur,4,2400,3.0,0.0,200.0
0,Munnekollal,3,1200,2.0,1.0,57.9
2,JP Nagar,3,1520,3.0,2.0,125.0
0,EPIP Zone,3,2710,3.0,2.0,177.0
0,Kenchenahalli,2,1150,2.0,2.0,57.0
0,Yelahanka,2,1101,2.0,2.0,37.0
0,Mahalakshmi Layout,3,1200,2.0,3.0,110.0
0,Hebbal,2,1252,2.0,1.0,92.0
0,Marathahalli,3,1650,3.0,2.0,85.0
2,Marathahalli,2,1270,2.0,2.0,80.0
0,Tumkur Road,2,992,2.0,1.0,70.0
0,BEML Layout,3,2000,3.0,2.0,85.0
0,Geddalahalli,2,893,2.0,2.0,34.5
2,Bisuvanahalli,3,1075,2.0,1.0,41.49
2,Kumaraswami Layout,7,3200,7.0,0.0,150.0
0,Electronic City,2,1190,2.0,1.0,42.0
2,Ashwathnagar,3,800,2.0,0.0,60.0
0,Sarjapur  Road,3,1814,3.0,3.0,63.0
2,Rahmath Nagar,3,1400,3.0,2.0,98.0
1,Bommasandra,5,1400,6.0,3.0,252.0
0,Murugeshpalya,3,1344,2.0,0.0,56.0
1,Whitefield,4,5400,5.0,3.0,475.0
0,Kanakpura Road,3,1843,3.0,2.0,95.0
0,Chikkadunnasandra,2,1138,2.0,1.0,32.0
2,Nagappa Reddy Layout,3,1495,2.0,2.0,70.0
0,Electronic City,2,880,2.0,1.0,19.0
0,Whitefield,3,1396,3.0,1.0,74.0
2,Garudachar Palya,3,1610,2.0,3.0,119.0
0,Tindlu,2,1050,2.0,2.0,55.0
2,Kumbena Agrahara,3,1410,2.0,2.0,43.71
0,Ramamurthy Nagar,2,1050,2.0,2.0,37.8
2,Kumaraswami Layout,3,1310,2.0,1.0,85.0
0,Yelahanka,2,1104,2.0,2.0,58.0
0,Hennur Road,2,1165,2.0,1.0,67.0
0,Kudlu,2,1027,2.0,2.0,44.0
0,Hormavu,2,1310,2.0,3.0,60.0
2,Chikkanahalli,2,1052,2.0,2.0,52.0
0,Singasandra,3,1464,3.0,2.0,56.0
0,1st Block Koramangala,2,1000,2.0,2.0,45.0
0,Jayanagar,3,2240,3.0,2.0,300.0
0,Electronic City,2,1150,2.0,1.0,38.08
0,Thanisandra,3,2019,3.0,1.0,70.67
0,Varthur,2,986,2.0,1.0,31.0
1,Banashankari Stage III,1,1350,1.0,1.0,145.0
0,Akshaya Nagar,3,1893,4.0,2.0,95.0
0,Gollarapalya Hosahalli,3,1318,3.0,2.0,56.0
2,Yelahanka,3,1325,2.0,2.0,58.0
2,Kereguddadahalli,2,800,2.0,1.0,33.0
0,Canara Bank Colony,3,1300,3.0,2.0,42.25
2,Dodda Banaswadi,3,1300,2.0,2.0,60.0
0,Jalahalli East,2,1010,2.0,1.0,52.0
0,Banashankari,2,1260,2.0,3.0,75.0
2,Ulsoor,4,2500,4.0,0.0,170.0
1,Halanayakanahalli,3,1520,3.0,1.0,165.0
0,Harlur,2,1197,2.0,1.0,75.0
0,Manayata Tech Park,2,1050,2.0,2.0,45.0
1,Manjunath Nagar,5,910,4.0,2.0,194.0
0,Thanisandra,3,1241,2.0,1.0,68.0
0,Maithri Layout,3,1567,2.0,3.0,62.0
0,Kasavanhalli,3,1747,3.0,1.0,110.0
0,Ramagondanahalli,3,1475,2.0,2.0,55.0
1,Park View Layout,4,600,4.0,1.0,70.0
1,Xavier Layout,3,1524,4.0,2.0,400.0
0,Hennur Road,2,980,2.0,1.0,51.0
0,Dasanapura,2,966,2.0,1.0,58.0
0,Ferrar Nagar,4,2360,3.0,2.0,185.0
0,Sarjapur  Road,2,1112,2.0,1.0,62.0
0,Electronic City,2,550,1.0,1.0,16.0
2,Surabhi Layout,3,1760,3.0,3.0,90.0
0,Hennur,3,1830,2.0,3.0,113.0
0,Yelahanka,2,1175,2.0,1.0,67.77
0,Whitefield,2,1175,2.0,1.0,41.0
0,Horamavu Banaswadi,2,1025,2.0,2.0,45.0
0,Hennur Road,2,1232,2.0,1.0,80.0
2,5th Phase JP Nagar,2,1010,2.0,2.0,57.0
0,Sarjapur  Road,2,1273,2.0,2.0,60.0
0,Battarahalli,2,1590,2.0,2.0,102.0
0,Air View Colony,2,1100,2.0,1.0,58.5
0,Electronic City Phase II,3,1252,2.0,1.0,65.0
0,1st Phase JP Nagar,4,2615,5.0,3.0,222.0
0,Yelahanka,2,1322,2.0,1.0,77.9
1,7th Phase JP Nagar,1,1000,1.0,1.0,60.0
0,Harlur,3,1755,3.0,2.0,117.0
0,Electronic City Phase II,2,1135,2.0,2.0,46.0
1,Rajaji Nagar,8,1200,10.0,2.0,180.0
1,Electronic City,4,1200,4.0,1.0,125.0
0,Nagavarapalya,2,1260,2.0,2.0,85.5
1,Hoodi,5,3250,5.0,2.0,395.0
1,Ambedkar Nagar,4,3500,4.0,2.0,550.0
1,Manjunath Nagar,5,1200,6.0,2.0,110.0
0,Kanakpura Road,3,1100,2.0,1.0,53.0
0,Electronic City Phase II,3,1305,3.0,1.0,65.0
2,Ayappa Nagar,2,1236,2.0,1.0,50.0
2,Uttarahalli,2,1125,1.0,2.0,45.0
2,KR Puram,2,1075,2.0,2.0,32.25
0,BEML Layout,3,2000,3.0,2.0,85.0
1,Kadugondanahalli,8,772,5.0,1.0,60.0
0,Kadugodi,2,1150,2.0,2.0,42.0
1,9th Block Jayanagar,4,1440,4.0,1.0,240.0
0,Hennur Road,2,1085,2.0,1.0,43.4
